row2	2119	0.9884045735020703
row3	2828656	0.0013203157979827013
row4	416213	0.0003296223649518635
row5	3416924	0.0002661678362664534
row6	3078429	0.0002757103764548985
row7	2582914	0.0002413519744031763
row8	1308	0.0023172889515614757
row9	2821536	0.0013491932102201436
row10	2821542	0.0001597391303315145
row11	2033033	0.0004041783055049085
row12	3366811	0.0024268321345014554
row13	1007105	0.00037635400675859967
row14	12917	0.0010239183739457682
row15	876	0.0007544661702758292
row16	29447	0.0001526895820796321
row17	1282	0.00019759828269128862
row18	unmapped	0.0
row19	mapped_unclassified	0.0
