row2	3070656	0.4795268102798744
row3	1319815	0.0019643389039223557
row4	188913	0.3002511548265755
row5	2590015	0.2152472344395575
row6	3136601	3.198348656961605e-05
row7	2778066	0.000443469526678677
row8	654	0.0014420792891467577
row9	2119	0.0006170371357629787
row10	2739061	3.9490376688830644e-05
row11	3417654	0.00013270279399912104
row12	3135646	0.00010613038735123235
row13	86664	5.6767416490194045e-05
row14	3366811	0.00011600298152344
row15	2033032	2.4798156496749142e-05
row16	unmapped	0.0
row17	mapped_unclassified	0.0
