row2	86664	0.09707461082478806
row3	1404	0.04761837304204281
row4	1396	0.001968667896750342
row5	3073271	0.05160427976135033
row6	859143	0.0012067184476361517
row7	2033033	0.10997009116652257
row8	645	7.485995075472576e-05
row9	654	0.00021560071849926018
row10	2119	0.3543320358382538
row11	421767	0.00010951054363952413
row12	1349754	0.0009815082658641064
row13	1478	0.0003474721899307097
row14	3064703	0.006051384686878075
row15	1742359	0.013031908322226827
row16	450367	0.0004058242215907077
row17	189381	0.12536558375119544
row18	94869	0.09911358554055147
row19	1890302	0.00015750378135783594
row20	1428	0.00030102696381901085
row21	3400420	8.75053662861623e-05
row22	371036	0.0009852567192363878
row23	2739061	0.02274917962844938
row24	2778066	0.0021422018736721596
row25	631220	0.021292404054721766
row26	1981031	0.000841474738770372
row27	876	0.02217858920371664
row28	2787751	0.00021321691307952135
row29	881	0.00034307086750407363
row30	2718620	8.172689824993935e-05
row31	2666132	0.00015766756684311003
row32	1392	0.0001575536692860099
row33	519081	0.00017228074763499723
row34	748280	0.0021821724345638615
row35	3243076	0.002127549310966117
row36	2529386	0.0016820693734220858
row37	64104	0.0010713593847208713
row38	288681	0.00011895183801683269
row39	1397	0.0013706739860274032
row40	3237105	0.001995293498626511
row41	2912824	0.003698292199181483
row42	2026186	0.00014933745813335152
row43	68569	0.0008058866596788041
row44	3052091	0.0003721446987489666
row45	1742358	0.00021278038566676253
row46	703	0.0010639810800988133
row47	44742	8.470949596485345e-05
row48	218284	0.0003224656530251185
row49	3160967	8.072972219892355e-05
row50	2169400	0.00011587912753551431
row51	3077585	0.00037547479316870795
row52	62322	0.000200154856652252
row53	3376682	0.00047399011008350956
row54	3115294	0.00011075744172008885
row55	2493639	5.267233069796105e-05
row56	unmapped	0.0
row57	mapped_unclassified	0.0
