row2	2778066	0.03941943307258967
row3	654	0.03855826217623724
row4	1347420	7.418466639741286e-05
row5	2033033	0.14123245817881364
row6	73010	0.00020548790174022515
row7	645	0.005904149006710125
row8	644	0.00025320047569855756
row9	1319815	0.0008518345831559458
row10	188913	0.3014914065453809
row11	3070656	0.3526563843679234
row12	24	0.0021480159134063845
row13	62322	0.005402677281328585
row14	2726434	0.019942184058858524
row15	332186	4.324907510764698e-05
row16	2029986	0.027220058201050237
row17	648794	2.41081537665631e-05
row18	29491	0.00015106441304636037
row19	2033032	0.0001461245983227127
row20	197700	0.0017357795563387806
row21	580	0.014295547739946254
row22	61648	3.427959298444831e-05
row23	546	0.0007535165241192753
row24	51288	7.153081482621587e-05
row25	2739061	0.03800963178645223
row26	2865840	0.00015996626937770072
row27	2119	0.0026188644672868583
row28	548	0.00169442959237026
row29	2834819	0.0001443629912515463
row30	693974	4.4479470214155765e-05
row31	693973	4.374694208544688e-05
row32	876	0.0018597871832002192
row33	631220	0.00020139301172158834
row34	1981031	6.546153311975325e-05
row35	3136601	6.0579482902870554e-05
row36	881	4.7102504995574624e-05
row37	94122	6.147107138928112e-05
row38	2949614	2.9758326009003507e-05
row39	3391839	7.169748368463157e-05
row40	68334	0.0010235340225156308
row41	133448	0.0001924653471217475
row42	3417654	0.0006109762719924421
row43	2681308	6.028792957852688e-05
row44	929813	2.665695054282009e-05
row45	615	8.039769580547489e-05
row46	539813	5.367628843680441e-05
row47	703	9.29135083225504e-05
row48	562	4.550852167124698e-05
row49	244366	6.430665789385984e-05
row50	94869	2.1607792634335647e-05
row51	unmapped	0.0
row52	mapped_unclassified	0.0
