row2	2119	0.7894647592550004
row3	703	0.016769660178534065
row4	876	0.039122960947803
row5	2718620	0.00010779206536769429
row6	631220	0.0036744296969318073
row7	1981031	0.0017327455883353283
row8	2666132	0.0002839626687140155
row9	207559	0.00012273507919976324
row10	654	0.005985646752077397
row11	2116	4.499137092289087e-05
row12	2778066	0.004429713276052025
row13	2033033	0.12387406251709242
row14	73010	3.959231634703454e-05
row15	645	6.930801947695109e-05
row16	197700	5.496951360307574e-05
row17	2033032	5.1481415805445655e-05
row18	881	0.0006472433173283252
row19	44742	0.00010582907514778983
row20	2739061	0.006362599248126058
row21	189381	0.0011917169590310959
row22	3073271	0.000811620812226047
row23	1404	0.00011913607110828794
row24	94869	0.002025334375077111
row25	3064703	0.00012672292723797925
row26	86664	6.986746749105308e-05
row27	3376682	0.0005013295862725866
row28	1742359	0.00011769806388851347
row29	2828656	0.0007541709096755917
row30	467262	7.086717517929345e-05
row31	2724150	0.00027431023940834086
row32	3058402	0.00037407125847287246
row33	1541	0.0001172742479823315
row34	696127	0.00019524221519520393
row35	580165	6.11455512099226e-05
row36	1925548	9.187868950362538e-05
row37	2842346	6.890901712771903e-05
row38	240521	8.422213204498993e-05
row39	unmapped	0.0
row40	mapped_unclassified	0.0
