row2	3070656	0.5753103219672189
row3	2119	0.10332434860736747
row4	876	0.2562590478316895
row5	391774	7.986522387516237e-05
row6	881	0.003970921176792493
row7	901	0.0001322437418583148
row8	3366814	0.0002771321161415641
row9	29546	0.00010303710603473542
row10	1234378	0.00010303710603473542
row11	363253	0.00010303710603473542
row12	631220	0.0249420064318013
row13	1981031	0.010215376978265437
row14	2666132	0.002033165967714222
row15	376490	0.0001539807450876584
row16	207559	0.00045527590449212984
row17	2718620	0.0004046925388954837
row18	44742	0.0009392898128386271
row19	888061	5.5223043604213566e-05
row20	2976983	0.00021181099039788718
row21	1319815	0.0003050817420611579
row22	188913	0.005657112624602984
row23	2033033	0.004170928428408535
row24	645	7.715267022404702e-05
row25	654	0.002044238158577754
row26	651	6.808839381079218e-05
row27	2778066	0.0005667728128291322
row28	35833	6.89738766915358e-05
row29	2590015	0.0009508108060956568
row30	86664	0.00165922278337129
row31	1404	0.00030195667481891134
row32	1725232	0.00028393387233266774
row33	2033032	0.00011230871522493446
row34	94869	0.001413131656766022
row35	2739061	0.0005364666474759898
row36	3366811	0.00035179701122338506
row37	1007105	5.382411247797313e-05
row38	659	0.00018318373328448433
row39	114	4.448712278572837e-05
row40	1630693	0.00018667330254945418
row41	189381	0.0004405299155363297
row42	2989725	0.0001974842639514922
row43	24	6.737272167595576e-05
row44	2726434	0.0004981756780362491
row45	2029986	5.257110119817336e-05
row46	760192	0.00010467641901970534
row47	2828656	0.0001177609713971685
row48	3127640	7.414579680562462e-05
row49	3073271	0.000162862892256249
row50	311182	0.0001221224888563229
row51	666681	5.233820950985267e-05
row52	unmapped	0.0
row53	mapped_unclassified	0.0
