row2	1502	0.00016255811546856606
row3	2119	0.8592640299311242
row4	272622	8.380800420138382e-05
row5	1104322	0.0019250345244480663
row6	1359	0.013829830286374328
row7	1111678	0.0033160926779515817
row8	3070656	0.11487460244169316
row9	1561	0.004678143047939321
row10	1520	0.0002019872770162518
row11	272633	5.884779258580693e-05
row12	2739061	0.0007721510842288141
row13	169435	3.705733980529243e-05
row14	2828656	0.0005215406446106903
row15	748280	4.741278587369911e-05
row16	28449	0.00017271800568276105
row17	2724150	5.418604099851327e-05
row18	unmapped	0.0
row19	mapped_unclassified	0.0
