row2	2739061	0.27613739782551133
row3	2865840	3.448102711491275e-05
row4	2119	0.22556871977513254
row5	188913	0.4652444046681956
row6	1319815	0.005634173472324533
row7	631220	0.01936936587863252
row8	1981031	8.992579812749116e-05
row9	2787751	0.00018891454150862555
row10	876	0.001860620242810498
row11	2666132	7.958345242924084e-05
row12	3073271	0.0012798932635066712
row13	1404	0.0002712372027490266
row14	3070656	0.0005752964420380616
row15	1396	8.707159657983234e-05
row16	189381	0.003042573580520843
row17	3064703	0.00012462466477051714
row18	86664	5.112527775828243e-05
row19	3243076	0.00010930274198750627
row20	2828656	6.90355730445674e-05
row21	1742359	0.0001822529763079228
row22	unmapped	0.0
row23	mapped_unclassified	0.0
