tax_id	abundance	organism_name	Species	Genus	Family	Order	Class	Phylum	Kingdom	Domain	estimated counts
2119	0.9664574981356121	Malacoplasma muris	Malacoplasma muris	Malacoplasma	Mycoplasmoidaceae	Mycoplasmoidales		Mycoplasmatota	Bacillati	Bacteria	234527.34170007458
654	0.0030084145043902176	Aeromonas veronii	Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	730.0429225368609
2778066	0.0007764567941365663	Aeromonas sp. FDAARGOS 1417	Aeromonas sp. FDAARGOS 1417	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	188.42044086273813
2033033	0.004595729284625004	Aeromonas sp. CU5	Aeromonas sp. CU5	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	1115.2318383120958
70856	0.00019352377255281016	Aeromonas popoffii	Aeromonas popoffii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	46.961833314072784
876	0.0024061121960152866	Desulfovibrio desulfuricans	Desulfovibrio desulfuricans	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	583.8840282704416
631220	0.003547438163263229	Desulfovibrio sp. G11	Desulfovibrio sp. G11	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	860.846176764598
1981031	0.0001113756626326739	uncultured Mailhella sp.	uncultured Mailhella sp.	Mailhella	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	27.027197924083076
416213	0.0004052083409178814	Ferrovum myxofaciens	Ferrovum myxofaciens	Ferrovum	Ferrovaceae	Ferrovales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	98.33069246551952
3081984	0.00025349906037565133	Pigmentiphaga sp. CHJ604	Pigmentiphaga sp. CHJ604	Pigmentiphaga	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	61.51585648417818
3366811	0.0061701099953537794	Alcaligenes sp. WGS1538	Alcaligenes sp. WGS1538	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	1497.2820822425156
511	9.77353957886119e-05	Alcaligenes faecalis	Alcaligenes faecalis	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	23.717155289835084
3445768	0.00015230820594173134	Parapusillimonas sp. JC17	Parapusillimonas sp. JC17	Parapusillimonas	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	36.96017541126212
2962065	9.799653789582008e-05	Pollutimonas sp. M17	Pollutimonas sp. M17	Pollutimonas	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	23.78052586156497
1007105	0.0012060846370772365	Pusillimonas sp. T7-7	Pusillimonas sp. T7-7	Pusillimonas	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	292.67694062562174
3073271	0.0004125767928445658	Peribacillus sp. R9-11	Peribacillus sp. R9-11	Peribacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	100.11877258921226
189381	0.0009667737572891809	Rossellomorea marisflavi	Rossellomorea marisflavi	Rossellomorea	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	234.60408736009367
1494466	7.581674171973912e-05	Burkholderia sp. FERM BP-3421	Burkholderia sp. FERM BP-3421	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	18.39822126290393
2739061	0.00425616072053958	Deefgea piscis	Deefgea piscis	Deefgea	Chitinibacteraceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	1032.8297535711783
2739062	0.00010499487282745013	Flavobacterium sp. M31R6	Flavobacterium sp. M31R6	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati	Bacteria	25.478790804418843
2893885	0.0001463369799827283	Flavobacterium cupriresistens	Flavobacterium cupriresistens	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati	Bacteria	35.51115592146873
3064703	7.054963873209021e-05	Niallia sp. Krafla_26	Niallia sp. Krafla_26	Niallia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	17.120069182200137
2726434	0.00019364913249308836	Shewanella oncorhynchi	Shewanella oncorhynchi	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	46.992254034700274
1502	0.0014832699510108898	Clostridium perfringens	Clostridium perfringens	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	359.94066920195957
1460447	0.0001220860657372212	Terrisporobacter petrolearius	Terrisporobacter petrolearius	Terrisporobacter	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota	Bacillati	Bacteria	29.62625931425426
3058402	0.0002606003765765733	Terrisporobacter vanillatitrophus	Terrisporobacter vanillatitrophus	Terrisporobacter	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota	Bacillati	Bacteria	63.23911158270732
2813371	0.00012409745761492608	Terrisporobacter hibernicus	Terrisporobacter hibernicus	Terrisporobacter	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Bacillota	Bacillati	Bacteria	30.114357747041268
1742359	5.8090927995234375e-05	Cytobacillus dafuensis	Cytobacillus dafuensis	Cytobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	14.09675122381954
188913	0.0007065932273721354	Cetobacterium somerae	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Fusobacteriati	Bacteria	171.46685870671396
1319815	4.740233105839962e-05	Cetobacterium somerae ATCC BAA-474	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Fusobacteriati	Bacteria	11.50298147094866
82983	9.064427478399881e-05	Obesumbacterium proteus	Obesumbacterium proteus	Obesumbacterium	Hafniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	21.99637422900864
748280	0.00041613962514472184	Pseudogulbenkiania sp. NH8B	Pseudogulbenkiania sp. NH8B	Pseudogulbenkiania	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	100.98335441499421
3070656	0.0002101299097265427	Paludihabitans sp. MB14-C6	Paludihabitans sp. MB14-C6	Paludihabitans	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	50.99159480361094
2828656	0.00022661068695999703	Thermospira aquatica	Thermospira aquatica	Thermospira	Thermospiraceae	Brevinematales	Spirochaetia	Spirochaetota	Pseudomonadati	Bacteria	54.9909355725216
61646	0.00022250423669238937	Lelliottia amnigena	Lelliottia amnigena	Lelliottia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	53.99443560543205
61648	0.0003254816063199671	Kluyvera intermedia	Kluyvera intermedia	Kluyvera	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	78.98364496084746
unmapped	0.0										1.0
mapped_unclassified	0.0										118.0
