tax_id	abundance	organism_name	Species	Genus	Family	Order	Class	Phylum	Kingdom	Domain	estimated counts
2119	0.7171498741917658	Malacoplasma muris	Malacoplasma muris	Malacoplasma	Mycoplasmoidaceae	Mycoplasmoidales		Mycoplasmatota	Bacillati	Bacteria	354008.84384690394
3366814	0.00017271643785167446	Desulfovibrio sp. WGS1351	Desulfovibrio sp. WGS1351	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	85.25853336603562
631220	0.1253710920713064	Desulfovibrio sp. G11	Desulfovibrio sp. G11	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	61887.30829243519
1981031	0.0005996313911592469	uncultured Mailhella sp.	uncultured Mailhella sp.	Mailhella	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	295.9978425121125
189381	0.015058232310775367	Rossellomorea marisflavi	Rossellomorea marisflavi	Rossellomorea	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	7433.240390264977
3243076	0.0004280774730779288	Rossellomorea sp. FM04394	Rossellomorea sp. FM04394	Rossellomorea	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	211.31316726787722
3073271	0.009091663564975483	Peribacillus sp. R9-11	Peribacillus sp. R9-11	Peribacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	4487.945160569542
421767	0.00012787169055933194	Peribacillus butanolivorans	Peribacillus butanolivorans	Peribacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	63.121686225874704
1349754	0.0001230873699801981	Peribacillus simplex NBRC 15720 = DSM 1321	Peribacillus simplex	Peribacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	60.75998770543514
1478	8.717635554903801e-05	Peribacillus simplex	Peribacillus simplex	Peribacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	43.03312591873828
859143	0.0001946947010490117	Cytobacillus kochii	Cytobacillus kochii	Cytobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	96.10772936292679
