tax_id	abundance	organism_name	Species	Genus	Family	Order	Class	Phylum	Kingdom	Domain	estimated counts
3070656	0.5753103219672189	Paludihabitans sp. MB14-C6	Paludihabitans sp. MB14-C6	Paludihabitans	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	131880.68634583344
2119	0.10332434860736747	Malacoplasma muris	Malacoplasma muris	Malacoplasma	Mycoplasmoidaceae	Mycoplasmoidales		Mycoplasmatota	Bacillati	Bacteria	23685.453728661276
876	0.2562590478316895	Desulfovibrio desulfuricans	Desulfovibrio desulfuricans	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	58743.286570649514
391774	7.986522387516237e-05	Nitratidesulfovibrio vulgaris DP4	Nitratidesulfovibrio vulgaris	Nitratidesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	18.30782472979897
881	0.003970921176792493	Nitratidesulfovibrio vulgaris	Nitratidesulfovibrio vulgaris	Nitratidesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	910.2701450408503
901	0.0001322437418583148	Desulfovibrio piger	Desulfovibrio piger	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	30.314761921148936
3366814	0.0002771321161415641	Desulfovibrio sp. WGS1351	Desulfovibrio sp. WGS1351	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	63.52810351159531
29546	0.00010303710603473542	Lawsonia intracellularis	Lawsonia intracellularis	Lawsonia	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	23.619607964766537
1234378	0.00010303710603473542	Lawsonia intracellularis N343	Lawsonia intracellularis	Lawsonia	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	23.619607964766537
363253	0.00010303710603473542	Lawsonia intracellularis PHE/MN1-00	Lawsonia intracellularis	Lawsonia	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	23.619607964766537
631220	0.0249420064318013	Desulfovibrio sp. G11	Desulfovibrio sp. G11	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	5717.5559023875385
1981031	0.010215376978265437	uncultured Mailhella sp.	uncultured Mailhella sp.	Mailhella	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	2341.711726235699
2666132	0.002033165967714222	Desulfovibrio sp. 86	Desulfovibrio sp. 86	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	466.070767443002
376490	0.0001539807450876584	Desulfobaculum bizertense	Desulfobaculum bizertense	Desulfobaculum	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	35.29762211942428
207559	0.00045527590449212984	Oleidesulfovibrio alaskensis G20	Oleidesulfovibrio alaskensis	Oleidesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	104.36471669034889
2718620	0.0004046925388954837	Desulfovibrio subterraneus	Desulfovibrio subterraneus	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	92.7692894611673
44742	0.0009392898128386271	Desulfovibrio fairfieldensis	Desulfovibrio fairfieldensis	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	215.31716095624984
888061	5.5223043604213566e-05	Desulfomicrobium orale DSM 12838	Desulfomicrobium orale	Desulfomicrobium	Desulfomicrobiaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	12.658999177568292
2976983	0.00021181099039788718	Desulfovibrio mangrovi	Desulfovibrio mangrovi	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	48.55428057286927
1319815	0.0003050817420611579	Cetobacterium somerae ATCC BAA-474	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Fusobacteriati	Bacteria	69.93510805964748
188913	0.005657112624602984	Cetobacterium somerae	Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Fusobacteriati	Bacteria	1296.8025553882403
2033033	0.004170928428408535	Aeromonas sp. CU5	Aeromonas sp. CU5	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	956.1186073578021
645	7.715267022404702e-05	Aeromonas salmonicida	Aeromonas salmonicida	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	17.686015206139196
654	0.002044238158577754	Aeromonas veronii	Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	468.6088900434129
651	6.808839381079218e-05	Aeromonas media	Aeromonas media	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	15.608174866823134
2778066	0.0005667728128291322	Aeromonas sp. FDAARGOS 1417	Aeromonas sp. FDAARGOS 1417	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	129.9235989760733
35833	6.89738766915358e-05	Bilophila wadsworthia	Bilophila wadsworthia	Bilophila	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	15.81115764950752
2590015	0.0009508108060956568	Shewanella sp. SNU WT4	Shewanella sp. SNU WT4	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	217.9581643245318
86664	0.00165922278337129	Priestia flexa	Priestia flexa	Priestia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	380.3502755233343
1404	0.00030195667481891134	Priestia megaterium	Priestia megaterium	Priestia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	69.21873639543833
1725232	0.00028393387233266774	Candidatus Desulfovibrio trichonymphae	Candidatus Desulfovibrio trichonymphae	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	65.08729729030675
2033032	0.00011230871522493446	Aeromonas sp. CA23	Aeromonas sp. CA23	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	25.744976025872628
94869	0.001413131656766022	Clostridium gasigenes	Clostridium gasigenes	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	323.9378222071023
2739061	0.0005364666474759898	Deefgea piscis	Deefgea piscis	Deefgea	Chitinibacteraceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	122.97639546751104
3366811	0.00035179701122338506	Alcaligenes sp. WGS1538	Alcaligenes sp. WGS1538	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	80.64383607078145
1007105	5.382411247797313e-05	Pusillimonas sp. T7-7	Pusillimonas sp. T7-7	Pusillimonas	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	12.338316599775691
659	0.00018318373328448433	Photobacterium phosphoreum	Photobacterium phosphoreum	Photobacterium	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	41.99193991573548
114	4.448712278572837e-05	Gemmata obscuriglobus	Gemmata obscuriglobus	Gemmata	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetota	Pseudomonadati	Bacteria	10.197961104663657
1630693	0.00018667330254945418	Gemmata sp. SH-PL17	Gemmata sp. SH-PL17	Gemmata	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetota	Pseudomonadati	Bacteria	42.79186783662158
189381	0.0004405299155363297	Rossellomorea marisflavi	Rossellomorea marisflavi	Rossellomorea	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	100.984434658055
2989725	0.0001974842639514922	Shewanella sp. JNE10-2	Shewanella sp. JNE10-2	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	45.27010776265636
24	6.737272167595576e-05	Shewanella putrefaciens	Shewanella putrefaciens	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	15.444118480666043
2726434	0.0004981756780362491	Shewanella oncorhynchi	Shewanella oncorhynchi	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	114.19880337896153
2029986	5.257110119817336e-05	Shewanella sp. WE21	Shewanella sp. WE21	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	12.051083812062071
760192	0.00010467641901970534	Haliscomenobacter hydrossis DSM 1100	Haliscomenobacter hydrossis	Haliscomenobacter	Haliscomenobacteraceae	Saprospirales	Saprospiria	Bacteroidota	Pseudomonadati	Bacteria	23.995394237563133
2828656	0.0001177609713971685	Thermospira aquatica	Thermospira aquatica	Thermospira	Thermospiraceae	Brevinematales	Spirochaetia	Spirochaetota	Pseudomonadati	Bacteria	26.994818517258523
3127640	7.414579680562462e-05	Novosphingobium sp. BL-8H	Novosphingobium sp. BL-8H	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	16.996737584940554
3073271	0.000162862892256249	Peribacillus sp. R9-11	Peribacillus sp. R9-11	Peribacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	37.33371224346898
311182	0.0001221224888563229	Denitratisoma oestradiolicum	Denitratisoma oestradiolicum	Denitratisoma	Sterolibacteriaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	27.99462661049032
666681	5.233820950985267e-05	Methylotenera versatilis 301	Methylotenera versatilis	Methylotenera	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	11.997697118781566
unmapped	0.0										0.0
mapped_unclassified	0.0										117.0
